日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-12-17,688802,700.0,829.9,895.0,650.0,153670,11259382525.0,234.09,692.95,725.24,84.72
2025-12-18,688802,763.0,787.04,829.0,756.0,68398,5408191370.0,8.8,-5.16,-42.86,37.71
2025-12-19,688802,800.0,715.6,808.11,710.0,61475,4521831367.0,12.47,-9.08,-71.44,33.89
2025-12-22,688802,702.0,703.35,725.0,672.5,36845,2578449078.0,7.34,-1.71,-12.25,20.31
2025-12-23,688802,693.36,667.6,693.36,666.66,45455,3068337644.0,3.8,-5.08,-35.75,25.06
2025-12-24,688802,660.3,620.66,666.5,617.98,46320,2920529698.0,7.27,-7.03,-46.94,25.54
2025-12-25,688802,620.18,642.94,665.72,605.0,43280,2787975636.0,9.78,3.59,22.28,23.86
2025-12-26,688802,628.01,619.7,635.99,612.05,27843,1731004485.0,3.72,-3.61,-23.24,15.35
2025-12-29,688802,610.0,615.1,629.9,609.6,21036,1305339611.0,3.28,-0.74,-4.6,11.6
2025-12-30,688802,610.0,608.92,622.07,605.11,21127,1293429681.0,2.76,-1.0,-6.18,11.65
2025-12-31,688802,610.07,580.1,610.07,580.0,27541,1613850964.0,4.94,-4.73,-28.82,15.18
2026-01-05,688802,579.49,605.78,605.79,566.2,30969,1827106137.0,6.82,4.43,25.68,17.07
2026-01-06,688802,600.0,594.21,614.66,592.0,24390,1462034614.0,3.74,-1.91,-11.57,13.45
2026-01-07,688802,590.01,603.96,614.0,590.01,21358,1289563681.0,4.04,1.64,9.75,11.77
2026-01-08,688802,601.12,642.55,655.0,600.01,39323,2492879109.0,9.1,6.39,38.59,21.68
2026-01-09,688802,628.0,634.81,636.0,617.78,23581,1477363643.0,2.84,-1.2,-7.74,13.0
2026-01-12,688802,631.88,621.73,632.89,615.5,20889,1299044306.0,2.74,-2.06,-13.08,11.52
2026-01-13,688802,623.8,621.0,644.88,612.76,22161,1389855475.0,5.17,-0.12,-0.73,12.22
